,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
280,208,Jaxson Hayes,C,23,LAL,65,4,12.1,1.7,2.4,.705,0.0,0.1,.000,1.7,2.3,.743,.705,0.7,1.2,.627,1.0,1.9,2.9,0.5,0.4,0.4,0.6,1.7,4.1,2024
281,209,Killian Hayes,PG,22,DET,42,31,24.0,2.8,6.7,.413,0.5,1.8,.297,2.3,5.0,.455,.452,0.8,1.2,.660,0.3,2.6,2.8,4.9,0.9,0.5,1.2,1.8,6.9,2024
282,210,Gordon Hayward,SF,33,TOT,47,26,24.8,3.7,8.1,.450,0.7,1.8,.407,2.9,6.3,.463,.496,1.7,2.3,.748,0.8,2.9,3.6,3.3,0.8,0.3,1.3,1.4,9.8,2024
283,210,Gordon Hayward,SF,33,CHO,25,25,31.9,5.6,11.9,.468,0.9,2.4,.361,4.7,9.4,.496,.505,2.5,3.2,.765,1.0,3.7,4.7,4.6,1.1,0.5,2.0,1.8,14.5,2024
284,210,Gordon Hayward,SF,33,OKC,22,1,16.7,1.5,3.9,.388,0.6,1.1,.520,0.9,2.7,.333,.465,0.8,1.2,.692,0.5,1.9,2.4,1.7,0.4,0.0,0.4,0.8,4.4,2024
285,211,Scoot Henderson,PG,19,POR,57,27,27.8,4.8,12.4,.384,1.3,4.1,.310,3.5,8.4,.419,.434,2.6,3.3,.812,0.8,2.3,3.1,5.0,0.7,0.2,3.3,3.1,13.5,2024
286,212,Taylor Hendricks,PF,20,UTA,34,17,21.0,2.7,6.1,.440,1.3,3.6,.361,1.4,2.5,.553,.546,0.6,0.7,.800,1.2,3.5,4.6,0.6,0.6,0.8,0.7,2.1,7.2,2024
287,213,Tyler Herro,SG,24,MIA,36,36,33.6,7.9,18.0,.437,3.3,8.1,.399,4.6,9.9,.468,.527,1.8,2.2,.835,0.5,4.8,5.3,4.4,0.8,0.1,2.1,1.4,20.8,2024
288,214,Buddy Hield,SF-SG,31,TOT,79,42,26.0,4.4,10.1,.439,2.6,6.7,.385,1.8,3.4,.549,.568,0.6,0.7,.885,0.7,2.5,3.2,2.9,0.8,0.5,1.2,2.0,12.1,2024
289,214,Buddy Hield,SF,31,IND,52,28,25.7,4.4,9.9,.443,2.6,6.9,.384,1.8,3.1,.575,.575,0.5,0.6,.848,0.7,2.6,3.2,2.7,0.8,0.6,1.2,2.0,12.0,2024
290,214,Buddy Hield,SG,31,PHI,27,14,26.6,4.5,10.4,.433,2.5,6.5,.386,2.0,3.9,.509,.553,0.7,0.7,.947,0.8,2.3,3.1,3.3,0.9,0.4,1.3,2.1,12.2,2024
291,215,Haywood Highsmith,PF,27,MIA,60,26,20.2,2.3,5.0,.463,1.2,2.9,.408,1.1,2.1,.540,.582,0.4,0.6,.697,0.9,2.1,3.0,1.0,0.9,0.5,0.5,1.7,6.2,2024
292,216,Nate Hinton,SG,24,HOU,11,0,5.3,0.9,1.8,.500,0.6,1.0,.636,0.3,0.8,.333,.675,0.4,0.5,.800,0.3,0.8,1.1,0.5,0.2,0.2,0.2,0.9,2.8,2024
293,217,D'Moi Hodge,SG,25,LAL,7,0,5.9,0.7,2.1,.333,0.4,1.7,.250,0.3,0.4,.667,.433,0.1,0.3,.500,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.6,2.0,2024
294,218,Aaron Holiday,PG,27,HOU,73,1,16.3,2.4,5.3,.444,1.1,2.8,.394,1.3,2.5,.500,.548,0.7,0.8,.915,0.3,1.3,1.6,1.8,0.5,0.1,0.7,1.6,6.5,2024
295,219,Jrue Holiday,PG,33,BOS,65,65,33.1,4.8,10.0,.479,2.0,4.7,.433,2.8,5.3,.520,.581,0.9,1.1,.833,1.2,4.3,5.5,4.9,0.9,0.8,1.8,1.6,12.6,2024
296,220,Justin Holiday,SG,34,DEN,53,9,14.7,1.5,3.3,.451,0.9,2.2,.398,0.6,1.0,.564,.587,0.1,0.1,.750,0.2,1.1,1.3,1.1,0.6,0.2,0.2,1.2,3.9,2024
297,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
298,221,Richaun Holmes,C-PF,30,TOT,40,10,13.9,2.1,3.7,.558,0.0,0.1,.333,2.0,3.6,.563,.561,0.9,1.2,.723,1.8,2.8,4.6,0.6,0.3,0.5,0.6,1.9,5.0,2024
299,221,Richaun Holmes,C,30,DAL,23,2,10.3,1.4,2.6,.559,0.0,0.0,,1.4,2.6,.559,.559,0.5,0.9,.571,1.4,2.0,3.4,0.7,0.1,0.4,0.5,1.4,3.4,2024
300,221,Richaun Holmes,PF,30,WAS,17,8,18.7,2.9,5.2,.557,0.1,0.2,.333,2.8,5.0,.565,.563,1.3,1.5,.846,2.2,3.9,6.1,0.6,0.5,0.6,0.7,2.4,7.1,2024
301,222,Chet Holmgren,C,21,OKC,76,76,29.8,6.2,11.7,.530,1.6,4.3,.372,4.6,7.4,.620,.598,2.6,3.3,.798,1.5,6.3,7.9,2.5,0.6,2.3,1.6,2.4,16.6,2024
302,223,Jalen Hood-Schifino,SG,20,LAL,21,0,5.2,0.5,2.1,.222,0.1,0.7,.133,0.4,1.4,.267,.244,0.6,1.0,.600,0.1,0.5,0.6,0.4,0.1,0.1,0.4,0.6,1.6,2024
303,224,Al Horford,C,37,BOS,62,31,27.1,3.3,6.5,.511,1.7,4.0,.423,1.6,2.5,.650,.640,0.4,0.5,.893,1.3,5.1,6.4,2.6,0.6,1.0,0.7,1.5,8.7,2024
304,225,Talen Horton-Tucker,PG,23,UTA,47,11,19.0,3.4,8.6,.395,1.1,3.4,.329,2.3,5.2,.437,.459,1.6,2.0,.802,0.4,1.9,2.3,3.5,0.9,0.3,1.2,1.7,9.5,2024
305,226,Danuel House Jr.,SF,30,PHI,34,4,15.0,1.4,3.1,.448,0.4,1.5,.300,0.9,1.6,.582,.519,1.0,1.4,.761,0.5,1.2,1.7,0.8,0.4,0.1,0.6,1.3,4.2,2024
306,227,Caleb Houstan,SF,21,ORL,56,12,14.1,1.4,3.6,.395,1.3,3.3,.380,0.1,0.2,.615,.573,0.3,0.4,.792,0.5,1.0,1.5,0.5,0.2,0.1,0.3,1.1,4.4,2024
307,228,Jett Howard,SF,20,ORL,14,0,3.7,0.6,1.6,.348,0.4,1.3,.278,0.2,0.4,.600,.457,0.1,0.3,.500,0.1,0.3,0.4,0.2,0.0,0.1,0.1,0.2,1.6,2024
308,229,Kevin Huerter,SG,25,SAC,64,59,24.4,3.9,8.8,.443,1.9,5.3,.361,2.0,3.4,.571,.553,0.6,0.7,.766,0.6,2.9,3.5,2.6,0.7,0.4,0.8,2.1,10.2,2024
309,230,Jay Huff,C,25,DEN,17,0,2.6,0.4,0.8,.538,0.2,0.5,.333,0.2,0.2,1.000,.654,0.1,0.1,1.000,0.1,0.5,0.6,0.1,0.1,0.1,0.1,0.5,1.1,2024
310,231,De'Andre Hunter,SF,26,ATL,53,33,29.3,5.4,11.5,.466,2.1,5.3,.396,3.3,6.2,.526,.557,2.8,3.4,.843,0.5,3.3,3.9,1.5,0.7,0.3,1.5,2.5,15.6,2024
311,232,Matthew Hurt,PF,23,MEM,8,0,14.1,1.5,4.3,.353,0.6,2.5,.250,0.9,1.8,.500,.426,0.4,0.4,1.000,1.1,0.9,2.0,0.5,0.4,0.4,0.3,1.0,4.0,2024
312,233,Bones Hyland,PG,23,LAC,33,4,13.4,2.1,5.8,.366,1.0,3.2,.314,1.1,2.6,.430,.453,0.4,0.5,.778,0.1,1.0,1.1,2.2,0.6,0.1,1.2,1.3,5.7,2024
313,234,Joe Ingles,SF,36,ORL,62,0,17.1,1.5,3.4,.427,1.0,2.4,.423,0.4,1.0,.435,.576,0.4,0.5,.867,0.3,1.8,2.1,3.0,0.6,0.1,0.9,1.4,4.3,2024
314,235,Brandon Ingram,SF,26,NOP,63,63,33.0,7.8,16.0,.490,1.3,3.8,.356,6.5,12.2,.532,.532,3.9,4.9,.801,0.7,4.4,5.1,5.8,0.8,0.6,2.6,2.3,20.9,2024
315,236,Kyrie Irving,SG,31,DAL,54,54,34.6,9.7,19.6,.494,3.0,7.2,.413,6.7,12.4,.541,.570,3.1,3.4,.907,0.8,4.1,4.9,5.1,1.2,0.4,1.8,1.9,25.4,2024
316,237,Jonathan Isaac,PF,26,ORL,53,1,15.5,2.6,4.9,.523,0.7,1.9,.390,1.8,3.0,.606,.598,1.1,1.5,.722,1.2,3.1,4.4,0.5,0.7,1.2,0.5,1.1,6.9,2024
317,238,Jaden Ivey,SG,21,DET,71,55,28.7,5.3,12.5,.427,1.5,4.7,.320,3.8,7.8,.491,.487,3.0,4.0,.760,1.2,2.3,3.5,3.7,0.7,0.6,2.4,2.8,15.2,2024
318,239,Andre Jackson Jr.,SG,22,MIL,51,8,10.2,0.9,1.8,.511,0.3,0.8,.375,0.6,1.0,.615,.592,0.2,0.2,.727,0.8,1.2,2.0,0.9,0.3,0.1,0.5,1.6,2.3,2024
319,240,GG Jackson II,PF,19,MEM,42,12,24.5,4.5,10.4,.432,2.0,5.5,.362,2.5,5.0,.507,.526,2.3,3.1,.760,1.0,3.0,4.0,1.1,0.5,0.5,1.3,1.3,13.3,2024
320,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
321,241,Isaiah Jackson,C,22,IND,57,3,13.0,2.7,4.0,.667,0.0,0.1,.000,2.7,3.9,.679,.667,1.2,1.8,.710,1.6,2.5,4.1,0.8,0.6,1.0,0.7,2.4,6.6,2024
322,242,Jaren Jackson Jr.,C,24,MEM,66,66,32.2,7.8,17.6,.444,1.8,5.5,.320,6.0,12.1,.501,.494,5.1,6.3,.808,1.3,4.2,5.5,2.3,1.2,1.6,2.4,3.6,22.5,2024
323,243,Justin Jackson,SF,28,MIN,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
324,244,Quenton Jackson,PG,25,IND,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
325,245,Reggie Jackson,PG,33,DEN,77,23,22.2,4.0,9.1,.435,1.2,3.4,.364,2.7,5.7,.477,.503,0.9,1.2,.802,0.4,1.5,1.9,3.8,0.5,0.2,1.3,1.8,10.1,2024
326,246,Trayce Jackson-Davis,PF,23,GSW,62,10,16.0,3.4,4.7,.707,0.0,0.0,.000,3.4,4.7,.710,.707,1.0,1.9,.565,1.9,2.9,4.8,1.2,0.4,1.0,0.7,1.6,7.8,2024
327,247,LeBron James,PF,39,LAL,67,67,35.1,9.5,17.7,.536,2.1,5.2,.416,7.4,12.6,.585,.596,4.2,5.6,.748,0.8,6.4,7.3,8.1,1.2,0.5,3.3,1.1,25.4,2024
328,248,Jaime Jaquez Jr.,SF,22,MIA,69,20,28.6,4.6,9.5,.487,0.8,2.7,.309,3.8,6.8,.559,.531,1.9,2.4,.804,1.1,2.7,3.9,2.6,1.0,0.2,1.5,2.2,12.0,2024
329,249,DeJon Jarreau,SG,26,MEM,9,0,16.7,1.9,5.6,.340,0.4,1.4,.308,1.4,4.1,.351,.380,0.6,1.2,.455,0.9,4.0,4.9,2.9,0.7,0.2,1.0,1.6,4.8,2024
330,250,DaQuan Jeffries,SG,26,NYK,17,0,2.7,0.4,1.0,.353,0.1,0.6,.200,0.2,0.4,.571,.412,0.0,0.1,.000,0.0,0.3,0.3,0.3,0.0,0.1,0.2,0.1,0.8,2024
331,251,Trey Jemison,C,24,TOT,19,8,19.4,2.7,4.7,.578,0.0,0.0,,2.7,4.7,.578,.578,0.8,1.0,.789,2.1,2.1,4.2,0.8,0.4,0.9,1.2,2.5,6.3,2024
332,251,Trey Jemison,C,24,WAS,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,2024
333,251,Trey Jemison,C,24,MEM,17,8,21.6,3.1,5.3,.578,0.0,0.0,,3.1,5.3,.578,.578,0.9,1.1,.789,2.4,2.3,4.6,0.9,0.4,1.1,1.2,2.8,7.0,2024
334,252,Ty Jerome,SG,26,CLE,2,0,7.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,0.0,,0.5,0.0,0.5,1.5,0.0,0.0,0.5,1.0,2.0,2024
335,253,Isaiah Joe,SG,24,OKC,72,0,18.5,2.9,6.3,.457,1.9,4.6,.420,0.9,1.7,.557,.610,0.6,0.7,.860,0.4,1.9,2.3,1.2,0.6,0.3,0.6,1.1,8.3,2024
336,254,Cameron Johnson,PF,27,BRK,57,47,27.6,4.8,10.7,.445,2.4,6.1,.393,2.4,4.6,.515,.557,1.4,1.8,.781,1.0,3.4,4.4,2.4,0.8,0.3,1.0,1.8,13.4,2024
337,255,Jalen Johnson,SF,22,ATL,54,50,33.9,6.4,12.5,.510,1.3,3.6,.356,5.1,8.9,.571,.561,2.0,2.7,.728,1.3,7.5,8.8,3.6,1.2,0.9,1.7,2.4,16.0,2024
338,256,James Johnson,PF,36,IND,8,0,5.0,0.4,1.1,.333,0.0,0.3,.000,0.4,0.9,.429,.333,0.3,0.3,1.000,0.1,0.4,0.5,0.9,0.6,0.1,0.5,0.9,1.0,2024
339,257,Keldon Johnson,SF,24,SAS,68,26,29.6,5.7,12.6,.456,1.9,5.3,.348,3.9,7.2,.535,.529,2.5,3.2,.790,1.4,4.1,5.5,2.9,0.7,0.3,1.4,2.1,15.8,2024
340,258,Keon Johnson,SG,21,BRK,4,0,12.8,1.8,4.8,.368,1.0,2.3,.444,0.8,2.5,.300,.474,2.5,2.5,1.000,0.8,0.5,1.3,0.8,0.8,0.3,1.0,1.0,7.0,2024
341,259,Keyontae Johnson,SF,23,OKC,9,0,7.3,0.6,1.8,.313,0.1,0.3,.333,0.4,1.4,.308,.344,0.0,0.0,,0.4,0.7,1.1,0.4,0.1,0.0,0.4,0.6,1.2,2024
342,260,Nikola Jokić,C,28,DEN,74,74,34.6,10.4,18.0,.579,1.0,3.0,.342,9.4,15.0,.626,.607,4.6,5.6,.823,2.8,9.6,12.4,9.0,1.3,0.9,3.0,2.4,26.5,2024
343,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
344,261,Colby Jones,SG,21,SAC,25,0,5.9,0.8,2.2,.382,0.0,0.6,.067,0.8,1.6,.500,.391,0.1,0.2,.400,0.6,0.7,1.2,0.6,0.2,0.0,0.2,0.8,1.8,2024
345,262,Damian Jones,C,28,CLE,36,0,7.1,1.1,1.9,.603,0.1,0.3,.167,1.1,1.6,.696,.618,0.5,0.6,.857,0.6,1.2,1.7,0.4,0.2,0.4,0.4,0.7,2.8,2024
346,263,Derrick Jones Jr.,SF,26,DAL,71,61,23.3,3.1,6.5,.487,1.1,3.1,.347,2.1,3.4,.615,.570,1.3,1.8,.719,1.1,2.3,3.4,1.0,0.7,0.6,0.9,1.5,8.6,2024
347,264,Herbert Jones,SF,25,NOP,70,70,30.2,3.9,7.7,.505,1.5,3.6,.422,2.4,4.2,.575,.602,1.8,2.1,.861,1.0,2.5,3.5,2.6,1.4,0.9,1.2,3.0,11.1,2024
348,265,Mason Jones,SG,25,SAC,4,0,5.5,0.5,1.8,.286,0.5,1.5,.333,0.0,0.3,.000,.429,0.3,0.5,.500,0.3,1.0,1.3,1.3,0.3,0.0,0.3,0.3,1.8,2024
349,266,Tre Jones,PG,24,SAS,71,42,27.2,3.8,7.4,.509,0.8,2.4,.351,2.9,5.1,.582,.565,1.4,1.6,.876,0.7,2.8,3.6,6.2,1.0,0.1,1.5,1.2,9.8,2024
350,267,Tyus Jones,PG,27,WAS,66,66,29.3,4.9,10.1,.489,1.6,3.9,.414,3.3,6.2,.537,.569,0.5,0.6,.800,0.3,2.4,2.7,7.3,1.1,0.3,1.0,0.7,12.0,2024
351,268,DeAndre Jordan,C,35,DEN,36,2,11.0,1.6,2.6,.624,0.0,0.0,,1.6,2.6,.624,.624,0.7,1.5,.491,1.5,2.9,4.4,0.7,0.2,0.4,0.6,1.6,3.9,2024
352,269,Cory Joseph,PG,32,GSW,26,0,11.4,0.9,2.5,.359,0.5,1.6,.310,0.4,0.8,.455,.461,0.2,0.3,.571,0.2,0.9,1.2,1.6,0.2,0.1,0.5,1.0,2.4,2024
353,270,Nikola Jović,PF,20,MIA,40,32,18.8,2.4,5.5,.439,1.3,3.2,.405,1.2,2.4,.484,.554,0.7,1.0,.659,0.6,3.5,4.1,2.0,0.6,0.3,1.0,1.8,6.8,2024
354,271,Johnny Juzang,SG,22,UTA,14,1,14.9,2.0,4.7,.424,1.1,3.6,.320,0.9,1.1,.750,.545,0.1,0.1,1.000,0.4,1.2,1.6,0.8,0.0,0.0,0.4,1.2,5.2,2024
355,272,Luke Kennard,SG,27,MEM,39,22,25.6,3.6,8.1,.448,2.7,6.1,.450,0.9,2.0,.442,.617,1.0,1.2,.889,0.3,2.6,2.9,3.5,0.5,0.1,1.4,1.0,11.0,2024
356,273,Walker Kessler,C,22,UTA,64,22,23.3,3.6,5.5,.654,0.1,0.3,.211,3.5,5.2,.680,.660,0.9,1.5,.602,2.6,4.9,7.5,0.9,0.5,2.4,1.0,2.1,8.1,2024
357,274,Braxton Key,SF,26,DEN,19,0,3.1,0.4,0.9,.412,0.1,0.3,.400,0.3,0.6,.417,.471,0.2,0.3,.667,0.2,0.7,0.8,0.5,0.1,0.1,0.1,0.3,1.1,2024
358,275,Corey Kispert,SF,24,WAS,75,17,25.0,4.7,9.7,.487,2.2,5.9,.380,2.5,3.9,.651,.602,1.4,1.9,.722,0.4,2.4,2.7,1.7,0.5,0.2,1.2,1.7,13.1,2024
359,276,Maxi Kleber,C,32,DAL,39,7,20.3,1.4,3.5,.407,0.7,2.2,.321,0.7,1.3,.549,.507,0.6,0.9,.676,0.6,2.6,3.3,1.6,0.4,0.6,0.6,1.9,4.2,2024
360,277,Kevin Knox,SF,24,DET,31,11,18.1,2.8,6.0,.462,1.0,3.0,.330,1.8,3.0,.598,.546,0.6,0.7,.909,0.6,1.8,2.4,0.7,0.4,0.2,0.7,1.6,7.2,2024
361,278,John Konchar,SF,27,MEM,55,23,21.3,1.6,3.8,.423,0.7,2.2,.317,0.9,1.6,.568,.514,0.4,0.5,.840,1.3,3.4,4.7,2.0,0.9,0.9,0.8,1.4,4.3,2024
362,279,Furkan Korkmaz,SG,26,PHI,35,0,8.6,0.9,2.2,.395,0.4,1.1,.350,0.5,1.0,.444,.487,0.4,0.6,.700,0.1,0.7,0.9,0.7,0.4,0.1,0.3,0.5,2.5,2024
363,280,Luke Kornet,C,28,BOS,57,5,15.2,2.2,3.1,.691,0.0,0.0,,2.2,3.1,.691,.691,0.8,0.9,.898,1.8,2.2,4.0,1.0,0.4,1.0,0.4,1.3,5.1,2024
364,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
365,281,Vit Krejci,PG,23,ATL,17,13,24.8,2.4,4.5,.526,1.4,3.0,.451,1.0,1.5,.680,.678,0.3,0.4,.833,0.4,1.6,2.0,2.2,0.5,0.4,0.8,2.2,6.4,2024
366,282,Jonathan Kuminga,PF,21,GSW,70,44,26.3,6.3,11.8,.529,0.7,2.3,.316,5.5,9.6,.579,.559,3.1,4.1,.740,1.3,3.5,4.8,2.1,0.7,0.5,1.7,2.3,16.3,2024
367,283,Kyle Kuzma,PF,28,WAS,70,70,32.6,8.7,18.8,.463,2.2,6.4,.336,6.5,12.3,.530,.521,2.7,3.4,.775,0.9,5.7,6.6,4.2,0.5,0.7,2.7,2.2,22.2,2024
368,284,Jock Landale,C,28,HOU,50,1,12.3,1.6,3.3,.491,0.1,0.6,.233,1.5,2.7,.548,.512,0.8,1.0,.816,1.6,1.5,3.1,1.0,0.3,0.6,0.5,1.3,4.2,2024
369,285,Jake LaRavia,PF,22,MEM,31,2,20.9,2.8,7.6,.363,1.2,3.9,.308,1.6,3.8,.419,.441,2.2,2.8,.802,1.5,2.0,3.5,1.5,0.8,0.3,1.0,2.0,9.0,2024
370,286,Zach LaVine,SG,28,CHI,25,23,34.9,6.8,15.0,.452,2.4,6.8,.349,4.4,8.3,.536,.531,3.5,4.1,.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,19.5,2024
371,287,A.J. Lawson,SG,23,DAL,37,0,6.9,1.3,2.6,.480,0.4,1.1,.310,0.9,1.5,.607,.546,0.4,0.6,.619,0.3,0.7,1.0,0.4,0.3,0.1,0.3,0.5,3.2,2024
372,288,Saben Lee,PG,24,PHO,22,0,8.1,0.9,2.5,.352,0.1,0.7,.125,0.8,1.7,.447,.370,1.3,1.8,.744,0.4,1.0,1.4,1.4,0.3,0.1,0.4,0.6,3.1,2024
373,289,Alex Len,C,30,SAC,42,0,9.3,1.1,1.8,.632,0.0,0.1,.000,1.1,1.7,.658,.632,0.4,0.7,.600,1.0,1.8,2.8,1.0,0.3,0.7,0.6,1.3,2.7,2024
374,290,Kawhi Leonard,SF,32,LAC,68,68,34.3,9.0,17.1,.525,2.1,4.9,.417,6.9,12.1,.569,.585,3.7,4.2,.885,1.2,4.9,6.1,3.6,1.6,0.9,1.8,1.4,23.7,2024
375,291,Caris LeVert,SG,29,CLE,64,9,28.7,5.0,12.0,.415,1.6,4.9,.321,3.4,7.0,.481,.481,2.2,2.9,.755,0.5,3.5,4.1,5.2,1.1,0.5,1.8,1.8,13.7,2024
376,292,Kira Lewis Jr.,PG,22,TOT,26,0,8.5,1.0,2.9,.342,0.2,1.2,.133,0.8,1.8,.478,.368,0.6,0.7,.882,0.3,0.5,0.8,1.2,0.3,0.1,0.5,0.5,2.7,2024
377,292,Kira Lewis Jr.,PG,22,NOP,15,0,9.6,1.1,3.5,.308,0.1,1.3,.100,0.9,2.1,.438,.327,0.7,0.7,.909,0.3,0.7,0.9,1.2,0.3,0.1,0.5,0.5,2.9,2024
378,292,Kira Lewis Jr.,PG,22,TOR,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2024
379,292,Kira Lewis Jr.,PG,22,UTA,10,0,7.5,1.0,2.4,.417,0.2,1.0,.200,0.8,1.4,.571,.458,0.5,0.6,.833,0.4,0.4,0.8,1.4,0.2,0.1,0.5,0.3,2.7,2024
380,293,Maxwell Lewis,SF,21,LAL,30,0,3.2,0.1,0.6,.211,0.0,0.2,.143,0.1,0.4,.250,.237,0.0,0.0,,0.1,0.1,0.1,0.2,0.1,0.0,0.3,0.1,0.3,2024
381,294,E.J. Liddell,PF,23,NOP,8,0,2.9,0.1,0.8,.167,0.0,0.6,.000,0.1,0.1,1.000,.167,0.3,0.3,1.000,0.0,0.6,0.6,0.1,0.3,0.3,0.3,0.3,0.5,2024
382,295,Damian Lillard,PG,33,MIL,68,68,35.3,7.5,17.6,.426,3.1,8.6,.358,4.4,9.0,.490,.513,6.3,6.8,.923,0.5,3.9,4.4,7.1,1.0,0.2,2.5,1.8,24.4,2024
383,296,Nassir Little,SF,23,PHO,41,2,10.9,1.3,2.8,.466,0.5,1.6,.318,0.8,1.2,.660,.556,0.4,0.5,.850,0.3,1.5,1.8,0.5,0.2,0.2,0.3,0.9,3.6,2024
384,297,Dereck Lively II,C,19,DAL,55,42,23.5,4.0,5.4,.747,0.0,0.0,.000,4.0,5.3,.752,.747,0.7,1.5,.506,2.5,4.4,6.9,1.1,0.7,1.4,0.9,2.6,8.8,2024
385,298,Isaiah Livers,PF,25,DET,23,6,20.4,1.7,5.0,.345,1.0,3.3,.286,0.8,1.7,.462,.440,0.5,0.8,.667,0.7,1.4,2.1,1.1,0.6,0.2,0.7,1.9,5.0,2024
386,299,Chris Livingston,SF,20,MIL,17,0,4.2,0.5,1.1,.444,0.1,0.2,.250,0.4,0.8,.500,.472,0.1,0.1,1.000,0.1,0.8,0.9,0.3,0.1,0.0,0.2,0.6,1.1,2024
387,300,Kenneth Lofton Jr.,PF,21,TOT,17,0,6.4,0.9,2.5,.349,0.2,0.7,.250,0.7,1.8,.387,.384,0.5,0.9,.533,0.1,0.9,1.1,0.8,0.2,0.2,0.5,0.9,2.4,2024
388,300,Kenneth Lofton Jr.,PF,21,MEM,15,0,6.6,0.9,2.5,.378,0.2,0.7,.300,0.7,1.8,.407,.419,0.5,1.0,.533,0.1,0.9,1.0,0.9,0.2,0.2,0.4,1.0,2.6,2024
389,300,Kenneth Lofton Jr.,PF,21,PHI,2,0,4.5,0.5,3.0,.167,0.0,1.0,.000,0.5,2.0,.250,.167,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.0,1.0,0.0,1.0,2024
390,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
391,301,Kevon Looney,C,27,GSW,69,36,16.3,1.9,3.1,.598,0.0,0.0,.000,1.9,3.1,.601,.598,0.8,1.1,.688,2.0,3.8,5.7,1.9,0.4,0.3,0.7,2.2,4.5,2024
392,302,Brook Lopez,C,35,MIL,73,73,30.8,4.6,9.5,.485,1.8,5.1,.365,2.8,4.4,.622,.582,1.4,1.7,.828,1.5,3.8,5.3,1.6,0.6,2.4,1.0,2.5,12.4,2024
393,303,Robin Lopez,C,35,MIL,16,2,4.1,0.4,1.2,.368,0.1,0.5,.250,0.3,0.7,.455,.421,0.1,0.1,1.000,0.2,0.1,0.3,0.3,0.1,0.2,0.1,0.4,1.1,2024
394,304,Kevin Love,PF,35,MIA,49,5,17.5,2.9,6.6,.440,1.6,4.6,.342,1.3,2.0,.663,.559,1.7,2.2,.783,1.1,5.2,6.3,2.3,0.3,0.2,0.8,1.8,9.1,2024
395,305,Kyle Lowry,PG,37,TOT,57,52,28.4,2.8,6.5,.429,1.7,4.3,.389,1.1,2.2,.508,.558,1.1,1.3,.836,0.6,2.7,3.3,4.2,1.0,0.4,1.4,2.4,8.3,2024
396,305,Kyle Lowry,PG,37,MIA,37,35,28.0,2.8,6.5,.426,1.7,4.4,.385,1.1,2.2,.506,.554,0.9,1.1,.833,0.7,2.8,3.5,4.0,1.1,0.4,1.4,2.5,8.2,2024
397,305,Kyle Lowry,PG,37,PHI,20,17,29.2,2.8,6.3,.437,1.7,4.2,.398,1.1,2.2,.512,.567,1.3,1.6,.839,0.4,2.5,2.9,4.8,1.0,0.3,1.4,2.2,8.5,2024
398,306,Seth Lundy,SF,23,ATL,10,0,5.2,0.4,1.7,.235,0.3,1.3,.231,0.1,0.4,.250,.324,0.3,0.4,.750,0.1,0.6,0.7,0.0,0.0,0.0,0.1,0.6,1.4,2024
399,307,Trey Lyles,PF,28,SAC,52,0,20.0,2.5,5.6,.453,1.5,3.8,.384,1.1,1.8,.604,.585,0.9,1.3,.691,1.0,3.3,4.4,1.2,0.3,0.3,0.7,1.6,7.4,2024
